# query 1
14 qid:3 1:62.32692950009812 2:-20.343232994720506 
15 qid:3 1:64.6349078688268 2:-21.243768851865024 
16 qid:3 1:75.1112990626022 2:-23.04027578607448 
# query 4
0 qid:4 1:27.885207932382205 2:-16.723007347960117 
1 qid:4 1:29.401115566214916 2:-16.645993172543832 
2 qid:4 1:13.649487509680801 2:-9.44490745637335 
3 qid:4 1:18.69494385084086 2:-11.540088796815345 
4 qid:4 1:24.597374812797312 2:-14.049452516036295 
5 qid:4 1:20.819362799833304 2:-12.31206937046616 
6 qid:4 1:20.872146641829136 2:-12.277733318723017 
7 qid:4 1:31.831773092750012 2:-16.076653077146467 
8 qid:4 1:32.02012101302767 2:-15.549830588127818 
9 qid:4 1:26.575359429987607 2:-13.194326240555338 
10 qid:4 1:37.10921484686102 2:-14.723536296555007 
11 qid:4 1:45.486482405849266 2:-17.433026675668913 
12 qid:4 1:48.12084747977706 2:-18.22759374233989 
13 qid:4 1:54.410358426402894 2:-20.83439179116743 
14 qid:4 1:50.56860351145675 2:-17.77881264104296 
15 qid:4 1:69.58338416704875 2:-20.72977943115191 
16 qid:4 1:66.37000315118993 2:-19.155300664434247 
# query 5
0 qid:5 1:14.316788023711666 2:-9.820833322166003 
1 qid:5 1:10.14835538277957 2:-7.949793778053775 
2 qid:5 1:8.408738981205186 2:-7.17961428235013 
3 qid:5 1:20.856975467325867 2:-12.414866349598725 
4 qid:5 1:16.900371773433434 2:-10.629164637379516 
5 qid:5 1:26.328355767686094 2:-14.288499735079178 
6 qid:5 1:20.29058272848743 2:-11.608564571834785 
7 qid:5 1:28.34072991474661 2:-14.76079683059719 
8 qid:5 1:29.79879541118979 2:-14.876310921108123 
9 qid:5 1:34.48654517713 2:-16.741041348121364 
10 qid:5 1:32.34316418227085 2:-15.328513830460126 
11 qid:5 1:33.456937082543156 2:-15.707482198377086 
12 qid:5 1:50.093439624319814 2:-19.04531378155172 
13 qid:5 1:55.99361490377932 2:-18.916761791817464 
14 qid:5 1:65.82681693901098 2:-22.089535885574307 
15 qid:5 1:68.82421559446671 2:-21.78926095294401 
# query 6
0 qid:6 1:15.093430615078773 2:-11.083540167751014 
1 qid:6 1:10.491604580492906 2:-8.660451252776094 
2 qid:6 1:14.708782862743968 2:-9.984350342201868 
3 qid:6 1:22.00565966256554 2:-13.021100392050611 
4 qid:6 1:12.43362664362327 2:-8.881161888302332 
5 qid:6 1:22.93813961627203 2:-12.576013982122989 
6 qid:6 1:28.184295445171376 2:-14.833839707984932 
7 qid:6 1:12.05171566158207 2:-7.7886800476012885 
8 qid:6 1:31.831773092750012 2:-16.076653077146467 
9 qid:6 1:29.981712424123895 2:-14.483693438404961 
10 qid:6 1:40.60381157028451 2:-17.57740760618381 
11 qid:6 1:54.27241620642784 2:-19.90117710915171 
12 qid:6 1:52.10858247100774 2:-18.312828576441387 
13 qid:6 1:53.12284609988752 2:-18.47929136053594 
14 qid:6 1:63.429126704821094 2:-20.66095332404611 
15 qid:6 1:65.84537961276344 2:-18.654042771169365 
# query 7
0 qid:7 1:11.18471841732958 2:-8.786775187663679 
1 qid:7 1:13.551520058061643 2:-9.670525073973726 
2 qid:7 1:12.544981890309717 2:-8.804239959550577 
3 qid:7 1:9.316093351731102 2:-6.810025312960115 
4 qid:7 1:24.099943749521056 2:-12.103533761666498 
5 qid:7 1:30.57779633047693 2:-14.322720148979478 
6 qid:7 1:37.57277900848115 2:-17.07853591294601 
7 qid:7 1:35.64180374382141 2:-14.571504801605327 
8 qid:7 1:42.382845604840995 2:-17.002188392911474 
9 qid:7 1:45.46200797690412 2:-17.090980442445247 
10 qid:7 1:50.56860351145675 2:-17.77881264104296 
11 qid:7 1:54.397313357370095 2:-19.427611913346578 
12 qid:7 1:51.84258155343747 2:-18.31893341110876 
13 qid:7 1:52.0630586782662 2:-17.916573592443584 
14 qid:7 1:70.92844655096178 2:-22.66084554343844 
15 qid:7 1:68.09873686329067 2:-21.2145597704957 
16 qid:7 1:75.1112990626022 2:-23.04027578607448 
# query 8
0 qid:8 1:13.000862011003115 2:-9.453758116365803 
1 qid:8 1:16.919487549046117 2:-10.693504024288075 
2 qid:8 1:13.190698191381507 2:-8.912633913095613 
3 qid:8 1:28.46611072492199 2:-15.28746390253458 
4 qid:8 1:36.81290533917187 2:-18.088060774545692 
5 qid:8 1:34.25694665143039 2:-16.17907060912981 
6 qid:8 1:39.1035290489049 2:-17.211377386501304 
7 qid:8 1:42.32866814235731 2:-18.413809308933914 
8 qid:8 1:49.97104322456403 2:-19.968680354243627 
9 qid:8 1:40.77489330397709 2:-15.661896196823571 
10 qid:8 1:50.43444155197313 2:-19.176593745997483 
11 qid:8 1:48.189996564302014 2:-18.126614158766845 
12 qid:8 1:53.638328990572155 2:-19.64773955698625 
13 qid:8 1:52.27017793997211 2:-18.40007284248304 
14 qid:8 1:58.47109646926545 2:-19.465676198554227 
15 qid:8 1:64.48687650856925 2:-20.472024288434834 
16 qid:8 1:67.3118939921489 2:-20.68098729076104 
# query 9
0 qid:9 1:12.825836256946486 2:-10.366802195929505 
1 qid:9 1:34.79108216550187 2:-17.9676547789812 
2 qid:9 1:31.831773092750012 2:-16.076653077146467 
3 qid:9 1:18.46809979318847 2:-9.75874164436975 
4 qid:9 1:30.197875437478253 2:-14.730670945111347 
5 qid:9 1:32.57616729004631 2:-15.22250807946091 
6 qid:9 1:30.57779633047693 2:-14.322720148979478 
7 qid:9 1:38.95656799164955 2:-17.301940296777243 
8 qid:9 1:42.162444247969276 2:-18.647067924490692 
9 qid:9 1:52.635766417880966 2:-19.838922009772507 
10 qid:9 1:50.29568886426537 2:-18.734791170732738 
11 qid:9 1:57.51878567682765 2:-20.832866073100803 
12 qid:9 1:54.218091476700465 2:-19.09815921329049 
13 qid:9 1:62.820915911181274 2:-21.54858504325723 
14 qid:9 1:57.426483317843456 2:-18.584622432959186 
15 qid:9 1:66.54495373075054 2:-22.255837368144146 
16 qid:9 1:67.4140845674419 2:-20.871233612211284 
# query 10
0 qid:10 1:19.80851896767087 2:-12.719163241606275 
1 qid:10 1:15.800705484367374 2:-10.404204726122947 
2 qid:10 1:18.79135160655374 2:-11.528436568437874 
3 qid:10 1:12.714736046924504 2:-8.768783480637588 
4 qid:10 1:25.35641137021282 2:-14.21843631990735 
5 qid:10 1:13.190698191381507 2:-8.912633913095613 
6 qid:10 1:27.264489511595258 2:-14.274601838531543 
7 qid:10 1:32.34316418227085 2:-15.328513830460126 
8 qid:10 1:24.936151424881874 2:-12.097922490764732 
9 qid:10 1:37.17033733857696 2:-16.673100755943576 
10 qid:10 1:46.0220825055265 2:-20.01910312594376 
11 qid:10 1:44.57448257086291 2:-18.268230561829128 
12 qid:10 1:42.6838683039321 2:-17.142115784711756 
13 qid:10 1:37.10921484686102 2:-14.723536296555007 
14 qid:10 1:57.613335571920274 2:-21.026764807270286 
15 qid:10 1:52.0630586782662 2:-17.916573592443584 
16 qid:10 1:62.32692950009812 2:-20.343232994720506 
# query 11
0 qid:11 1:9.075451638653426 2:-7.59776381664407 
1 qid:11 1:29.913221220936407 2:-16.594849351249643 
2 qid:11 1:14.708782862743968 2:-9.984350342201868 
3 qid:11 1:17.86742109561022 2:-11.30849436431026 
4 qid:11 1:20.713950368425913 2:-11.904569177256267 
5 qid:11 1:12.447488630808852 2:-8.331015020987572 
6 qid:11 1:21.508950992425447 2:-11.509990890592901 
7 qid:11 1:35.22194839598692 2:-16.85260688803203 
8 qid:11 1:40.37711785070215 2:-17.55526863074011 
9 qid:11 1:36.52262144377179 2:-15.735459144202565 
10 qid:11 1:38.79595833864501 2:-16.232618551734365 
11 qid:11 1:48.88104826215271 2:-18.656888649676695 
12 qid:11 1:47.872198715961304 2:-18.05910230916607 
13 qid:11 1:46.94413095793358 2:-17.451349798488412 
14 qid:11 1:64.3815323348468 2:-21.108699126179427 
15 qid:11 1:65.3723796593964 2:-20.301981260682272 
# query 12
0 qid:12 1:11.18471841732958 2:-8.786775187663679 
1 qid:12 1:15.318982131786843 2:-10.211624041016073 
2 qid:12 1:11.692411684579666 2:-8.597361532779164 
3 qid:12 1:26.807619716569707 2:-14.828411274719175 
4 qid:12 1:21.820543092867464 2:-12.122523940481924 
5 qid:12 1:27.264489511595258 2:-14.274601838531543 
6 qid:12 1:14.171004998596336 2:-8.553892076446207 
7 qid:12 1:28.16287517232788 2:-13.749333263566415 
8 qid:12 1:41.1569083844874 2:-18.373619814503343 
9 qid:12 1:37.123620120554136 2:-15.651343262099015 
10 qid:12 1:54.71612681145024 2:-20.13948228983476 
11 qid:12 1:53.11959978955327 2:-19.10776970847251 
12 qid:12 1:56.73583048352565 2:-19.907308941588074 
13 qid:12 1:66.7327762176592 2:-22.567940042300314 
14 qid:12 1:68.17907018998807 2:-21.852266086534797 
15 qid:12 1:66.94070034250024 2:-19.45271500712346 
# query 13
0 qid:13 1:10.494492284406514 2:-8.593794662453977 
1 qid:13 1:14.708782862743968 2:-9.984350342201868 
2 qid:13 1:12.714736046924504 2:-8.768783480637588 
3 qid:13 1:20.872146641829136 2:-12.277733318723017 
4 qid:13 1:12.29029410161283 2:-7.698403975397036 
5 qid:13 1:30.493846167641124 2:-15.462001654927699 
6 qid:13 1:25.88796133567914 2:-13.22542881195412 
7 qid:13 1:29.840640590864552 2:-14.203757227838237 
8 qid:13 1:42.3521163975025 2:-18.255222585130433 
9 qid:13 1:44.55682740122274 2:-18.81312611851986 
10 qid:13 1:52.31787423646532 2:-20.598321059815618 
11 qid:13 1:45.46200797690412 2:-17.090980442445247 
12 qid:13 1:59.92418774785592 2:-22.57450831706496 
13 qid:13 1:52.058264200771454 2:-18.645993287972953 
14 qid:13 1:51.84258155343747 2:-18.31893341110876 
15 qid:13 1:60.66566805554489 2:-21.099807432717522 
16 qid:13 1:57.99258689270297 2:-19.139467621354246 
# query 14
0 qid:14 1:24.656152486672195 2:-15.189829879139065 
1 qid:14 1:17.231963760803385 2:-11.937047637464612 
2 qid:14 1:19.80851896767087 2:-12.719163241606275 
3 qid:14 1:13.551520058061643 2:-9.670525073973726 
4 qid:14 1:20.36697054230019 2:-12.363704935545742 
5 qid:14 1:14.55158258742532 2:-9.84115576255697 
6 qid:14 1:10.578024910711566 2:-7.8940484408295255 
7 qid:14 1:13.533237555220937 2:-9.069380692299069 
8 qid:14 1:14.048472763861646 2:-8.78252304860056 
9 qid:14 1:28.34072991474661 2:-14.76079683059719 
10 qid:14 1:29.124345318989054 2:-14.899541832915803 
11 qid:14 1:34.06417427066738 2:-17.02765936197451 
12 qid:14 1:40.37711785070215 2:-17.55526863074011 
13 qid:14 1:40.24038577545422 2:-17.27055183495894 
14 qid:14 1:52.635766417880966 2:-19.838922009772507 
15 qid:14 1:50.354429151898636 2:-17.85618055031878 
16 qid:14 1:54.24234382804489 2:-19.134674040310628 
# query 15
0 qid:15 1:11.538067592423605 2:-8.546716735128598 
1 qid:15 1:27.83119467232989 2:-14.715630814449904 
2 qid:15 1:29.726495999641145 2:-14.828949157981429 
3 qid:15 1:29.261442804189233 2:-14.135962707337804 
4 qid:15 1:37.62517370295776 2:-17.105731533820673 
5 qid:15 1:37.57277900848115 2:-17.07853591294601 
6 qid:15 1:38.13408579285994 2:-17.29687531286063 
7 qid:15 1:41.35484349504847 2:-17.757255470525205 
8 qid:15 1:50.641959712545585 2:-20.09601575894675 
9 qid:15 1:47.10727626168164 2:-17.6431746298434 
10 qid:15 1:54.397313357370095 2:-19.427611913346578 
11 qid:15 1:56.401917630712575 2:-20.215741086277028 
12 qid:15 1:63.25759205465487 2:-21.015811313838974 
13 qid:15 1:59.21901178398818 2:-19.102907027093107 
14 qid:15 1:57.423745818381654 2:-18.246249406380535 
15 qid:15 1:66.53012494479928 2:-20.92872960335998 
16 qid:15 1:70.69389772389849 2:-22.374726074638225 
