# query 1
2 qid:3 1:21.820543092867464 2:-12.122523940481924 
3 qid:3 1:26.69834987047491 2:-13.813719156704385 
4 qid:3 1:35.22194839598692 2:-16.85260688803203 
5 qid:3 1:51.86153509466823 2:-21.35304459882674 
6 qid:3 1:46.238127398159996 2:-18.872705060473542 
7 qid:3 1:41.49677068361828 2:-16.567061984652177 
8 qid:3 1:45.486482405849266 2:-17.433026675668913 
9 qid:3 1:44.44734524704945 2:-16.816252600011907 
10 qid:3 1:52.43210674821471 2:-19.752460901014864 
11 qid:3 1:50.43770554278453 2:-18.543274096612056 
12 qid:3 1:56.401917630712575 2:-20.215741086277028 
13 qid:3 1:57.711360694055045 2:-19.507272346380205 
14 qid:3 1:61.84645047791139 2:-21.253075765605427 
15 qid:3 1:58.08366774537862 2:-19.1759784513074 
# query 4
0 qid:4 1:12.825836256946486 2:-10.366802195929505 
1 qid:4 1:15.093430615078773 2:-11.083540167751014 
2 qid:4 1:10.491604580492906 2:-8.660451252776094 
3 qid:4 1:23.437654293632196 2:-13.963216730644707 
4 qid:4 1:12.43362664362327 2:-8.881161888302332 
5 qid:4 1:12.447488630808852 2:-8.331015020987572 
6 qid:4 1:30.988243399737723 2:-16.130259791095998 
7 qid:4 1:25.204623479215545 2:-13.406714616604008 
8 qid:4 1:37.77200963939364 2:-18.10932093198234 
9 qid:4 1:35.08443270321119 2:-15.9399327884468 
10 qid:4 1:39.1035290489049 2:-17.211377386501304 
11 qid:4 1:31.69151677769892 2:-13.969554234396004 
12 qid:4 1:35.1957261531099 2:-15.36931273061572 
13 qid:4 1:45.66773573075589 2:-19.440832927321495 
14 qid:4 1:43.108681182349706 2:-16.981456062681453 
15 qid:4 1:52.31787423646532 2:-20.598321059815618 
16 qid:4 1:64.48687650856925 2:-20.472024288434834 
# query 5
0 qid:5 1:16.725569551731326 2:-12.361090558002712 
1 qid:5 1:16.916960594327147 2:-11.26471785338441 
2 qid:5 1:13.263947890096299 2:-9.023093802786596 
3 qid:5 1:21.480188773680133 2:-12.561513902736918 
4 qid:5 1:12.171208459665266 2:-8.396450661842737 
5 qid:5 1:34.79108216550187 2:-17.9676547789812 
6 qid:5 1:26.04952185939542 2:-13.782815798621913 
7 qid:5 1:36.81290533917187 2:-18.088060774545692 
8 qid:5 1:26.761453940710528 2:-13.653803030974755 
9 qid:5 1:30.57779633047693 2:-14.322720148979478 
10 qid:5 1:37.17033733857696 2:-16.673100755943576 
11 qid:5 1:41.86033424193717 2:-17.647084864572125 
12 qid:5 1:55.344026978125946 2:-20.068151151876297 
13 qid:5 1:52.863391574267595 2:-18.61387027262955 
14 qid:5 1:64.70095397821304 2:-22.27928721524294 
15 qid:5 1:64.58108221398464 2:-20.308516419492182 
16 qid:5 1:70.96035865805385 2:-19.235766969915456 
# query 6
0 qid:6 1:19.037972363264394 2:-13.233325003483824 
1 qid:6 1:15.093430615078773 2:-11.083540167751014 
2 qid:6 1:18.627176947255226 2:-11.569675122518772 
3 qid:6 1:10.578024910711566 2:-7.8940484408295255 
4 qid:6 1:16.756632006939103 2:-10.190272427144258 
5 qid:6 1:33.949227278199984 2:-16.723757279901474 
6 qid:6 1:29.840640590864552 2:-14.203757227838237 
7 qid:6 1:41.35484349504847 2:-17.757255470525205 
8 qid:6 1:38.538596015708414 2:-15.985223940472373 
9 qid:6 1:45.318765459196335 2:-17.912555517468984 
10 qid:6 1:37.87613173434934 2:-14.590725957719803 
11 qid:6 1:54.770608673322634 2:-19.84442343236339 
12 qid:6 1:52.643478227755146 2:-18.06147434541565 
13 qid:6 1:55.174412100218234 2:-18.39806061142937 
14 qid:6 1:62.71020175711644 2:-19.900904598976293 
15 qid:6 1:70.32279972280669 2:-21.63778453009454 
16 qid:6 1:66.37000315118993 2:-19.155300664434247 
# query 7
0 qid:7 1:19.202335426573413 2:-12.834692618076117 
1 qid:7 1:19.80851896767087 2:-12.719163241606275 
2 qid:7 1:16.916960594327147 2:-11.26471785338441 
3 qid:7 1:20.76499769151567 2:-12.719579201928918 
4 qid:7 1:15.253989866801614 2:-9.905188225195852 
5 qid:7 1:24.7510500694548 2:-13.985149207740534 
6 qid:7 1:22.61635656014348 2:-12.634836067119258 
7 qid:7 1:31.779816788310825 2:-15.551737797269656 
8 qid:7 1:36.14110723617679 2:-17.047692092536238 
9 qid:7 1:24.936151424881874 2:-12.097922490764732 
10 qid:7 1:38.21210726746127 2:-17.454422869634627 
11 qid:7 1:47.25817076680564 2:-18.544139608469536 
12 qid:7 1:48.465205231713135 2:-17.253647086692197 
13 qid:7 1:54.44118177462792 2:-18.40001684103143 
14 qid:7 1:66.54495373075054 2:-22.255837368144146 
15 qid:7 1:68.98596042122905 2:-20.369149817993048 
16 qid:7 1:65.84537961276344 2:-18.654042771169365 
# query 8
0 qid:8 1:16.03764160022569 2:-11.496196615463091 
1 qid:8 1:15.609666817641207 2:-10.40644454509414 
2 qid:8 1:14.316788023711666 2:-9.820833322166003 
3 qid:8 1:14.708782862743968 2:-9.984350342201868 
4 qid:8 1:30.273428597443058 2:-16.647217853995215 
5 qid:8 1:13.649487509680801 2:-9.44490745637335 
6 qid:8 1:33.752454878830015 2:-18.12130159756407 
7 qid:8 1:18.579915771742222 2:-11.287536676384068 
8 qid:8 1:31.33221672575101 2:-15.97617197917897 
9 qid:8 1:41.1569083844874 2:-18.373619814503343 
10 qid:8 1:40.20725190585324 2:-16.753021627438905 
11 qid:8 1:49.16141936029746 2:-18.599483367094138 
12 qid:8 1:59.134521688397406 2:-19.910613363096907 
13 qid:8 1:64.6349078688268 2:-21.243768851865024 
14 qid:8 1:64.48687650856925 2:-20.472024288434834 
15 qid:8 1:65.62975938710366 2:-20.25609857626672 
# query 9
0 qid:9 1:27.885207932382205 2:-16.723007347960117 
1 qid:9 1:20.76499769151567 2:-12.719579201928918 
2 qid:9 1:25.899325338695277 2:-14.863555074124688 
3 qid:9 1:15.318982131786843 2:-10.211624041016073 
4 qid:9 1:11.91052159222669 2:-8.637384321957176 
5 qid:9 1:21.508950992425447 2:-11.509990890592901 
6 qid:9 1:32.82311277217827 2:-16.329906851829985 
7 qid:9 1:26.761453940710528 2:-13.653803030974755 
8 qid:9 1:32.02012101302767 2:-15.549830588127818 
9 qid:9 1:41.477504670480265 2:-18.272028489198398 
10 qid:9 1:41.5142800311824 2:-18.208017557536184 
11 qid:9 1:35.1957261531099 2:-15.36931273061572 
12 qid:9 1:52.43210674821471 2:-19.752460901014864 
13 qid:9 1:60.37805740324362 2:-21.48685316841423 
14 qid:9 1:58.20563215641882 2:-19.130378825389936 
15 qid:9 1:62.78140927844774 2:-20.238398079654257 
# query 10
0 qid:10 1:20.098367626031266 2:-13.568999837780575 
1 qid:10 1:11.18471841732958 2:-8.786775187663679 
2 qid:10 1:19.836028921220453 2:-12.507073313927386 
3 qid:10 1:33.752454878830015 2:-18.12130159756407 
4 qid:10 1:22.512831706108674 2:-13.01319751798189 
5 qid:10 1:26.478112795102977 2:-14.548413623682952 
6 qid:10 1:16.345043178013324 2:-10.129704350362983 
7 qid:10 1:19.04128144439973 2:-10.244442398835547 
8 qid:10 1:33.86999386129676 2:-16.496326957895842 
9 qid:10 1:41.35484349504847 2:-17.757255470525205 
10 qid:10 1:47.81638053999225 2:-19.23792886273619 
11 qid:10 1:50.29568886426537 2:-18.734791170732738 
12 qid:10 1:51.972480584375475 2:-19.178037116005818 
13 qid:10 1:55.38328546504669 2:-19.66053969556853 
14 qid:10 1:60.5041530616987 2:-20.4672802092829 
15 qid:10 1:70.92844655096178 2:-22.66084554343844 
16 qid:10 1:72.23002303556004 2:-21.227435341538207 
# query 11
0 qid:11 1:19.033331826659378 2:-13.095164561246628 
1 qid:11 1:15.318982131786843 2:-10.211624041016073 
2 qid:11 1:14.55158258742532 2:-9.84115576255697 
3 qid:11 1:21.961437754609474 2:-12.773165207762789 
4 qid:11 1:30.43795853509049 2:-16.341696726818785 
5 qid:11 1:30.198050572154457 2:-15.97642572214309 
6 qid:11 1:24.52364753155117 2:-12.941055413093887 
7 qid:11 1:27.52046454551479 2:-13.375327837753101 
8 qid:11 1:37.62517370295776 2:-17.105731533820673 
9 qid:11 1:40.37711785070215 2:-17.55526863074011 
10 qid:11 1:36.52262144377179 2:-15.735459144202565 
11 qid:11 1:43.39847758730933 2:-18.17009496891971 
12 qid:11 1:42.382845604840995 2:-17.002188392911474 
13 qid:11 1:53.11959978955327 2:-19.10776970847251 
14 qid:11 1:56.31584401053086 2:-19.554112503656672 
15 qid:11 1:54.819925805852456 2:-18.583025696899263 
16 qid:11 1:62.69901680318523 2:-21.472266028488235 
# query 12
0 qid:12 1:24.0581317713697 2:-14.152383806125528 
1 qid:12 1:18.627176947255226 2:-11.569675122518772 
2 qid:12 1:10.543397333038431 2:-7.900339277406206 
3 qid:12 1:9.029517529864403 2:-6.945782715280314 
4 qid:12 1:34.79108216550187 2:-17.9676547789812 
5 qid:12 1:18.47230279545341 2:-10.060261724877503 
6 qid:12 1:29.31259932039016 2:-14.09259582711066 
7 qid:12 1:38.126741074835266 2:-17.438245326944035 
8 qid:12 1:40.60381157028451 2:-17.57740760618381 
9 qid:12 1:41.31011575401105 2:-17.653895621372296 
10 qid:12 1:47.80880653168568 2:-19.74079991478858 
11 qid:12 1:47.25817076680564 2:-18.544139608469536 
12 qid:12 1:49.7850276054428 2:-19.524733186865237 
13 qid:12 1:51.3476687994373 2:-19.97963766515079 
14 qid:12 1:48.86258099126434 2:-18.865861386588634 
15 qid:12 1:46.10475151291214 2:-16.193195856978686 
16 qid:12 1:55.62838434568483 2:-18.48849087712622 
# query 13
0 qid:13 1:18.69494385084086 2:-11.540088796815345 
1 qid:13 1:22.512831706108674 2:-13.01319751798189 
2 qid:13 1:12.714736046924504 2:-8.768783480637588 
3 qid:13 1:9.461253244626699 2:-7.135383245762209 
4 qid:13 1:18.124936382051832 2:-10.853255318593911 
5 qid:13 1:26.328355767686094 2:-14.288499735079178 
6 qid:13 1:19.04128144439973 2:-10.244442398835547 
7 qid:13 1:34.46257352752935 2:-15.80851996675661 
8 qid:13 1:38.739244035172526 2:-17.45010992575342 
9 qid:13 1:44.60597457117897 2:-19.503573622631077 
10 qid:13 1:47.541606623221924 2:-17.45509489636163 
11 qid:13 1:53.12284609988752 2:-18.47929136053594 
12 qid:13 1:63.31056894938502 2:-20.946899455320953 
13 qid:13 1:64.48352289193694 2:-20.820420051783227 
14 qid:13 1:64.145260845231 2:-20.59245979970776 
# query 14
0 qid:14 1:24.0581317713697 2:-14.152383806125528 
1 qid:14 1:20.29058272848743 2:-11.608564571834785 
2 qid:14 1:24.52364753155117 2:-12.941055413093887 
3 qid:14 1:29.124345318989054 2:-14.899541832915803 
4 qid:14 1:21.508950992425447 2:-11.509990890592901 
5 qid:14 1:41.70775434507392 2:-19.619913445745915 
6 qid:14 1:46.931769599940004 2:-19.89342091140573 
7 qid:14 1:52.10174137618989 2:-21.22491455031949 
8 qid:14 1:46.970745231954105 2:-18.06567124305936 
9 qid:14 1:54.44297681469131 2:-20.07016484918161 
10 qid:14 1:55.344026978125946 2:-20.068151151876297 
11 qid:14 1:52.058264200771454 2:-18.645993287972953 
12 qid:14 1:55.97414488589013 2:-18.15833752287227 
13 qid:14 1:70.32279972280669 2:-21.63778453009454 
14 qid:14 1:72.49550538146367 2:-22.460832988596405 
15 qid:14 1:69.58338416704875 2:-20.72977943115191 
16 qid:14 1:74.00610417119438 2:-20.085865138060797 
# query 15
0 qid:15 1:18.68360131980283 2:-12.638625705175766 
1 qid:15 1:21.480188773680133 2:-12.561513902736918 
2 qid:15 1:20.872146641829136 2:-12.277733318723017 
3 qid:15 1:28.46611072492199 2:-15.28746390253458 
4 qid:15 1:14.048472763861646 2:-8.78252304860056 
5 qid:15 1:30.317534950724397 2:-15.234942186293663 
6 qid:15 1:18.46809979318847 2:-9.75874164436975 
7 qid:15 1:35.90645993443462 2:-15.861312608477984 
8 qid:15 1:36.52262144377179 2:-15.735459144202565 
9 qid:15 1:33.981147701029236 2:-13.902774932830718 
10 qid:15 1:50.641959712545585 2:-20.09601575894675 
11 qid:15 1:51.5921133768609 2:-20.232201324259265 
12 qid:15 1:53.11959978955327 2:-19.10776970847251 
13 qid:15 1:63.835788123968186 2:-22.596805028270644 
14 qid:15 1:53.03916583604361 2:-17.685160793578422 
15 qid:15 1:59.134521688397406 2:-19.910613363096907 
16 qid:15 1:67.44230266470528 2:-20.705421342327814 
